29%,885000,1598098561
53%,1602000,1598576761,0.01,0.19,0.12,1/326,1099
53%,1596000,1598576821,0.00,0.15,0.11,1/324,1109
53%,1591000,1598576882,0.00,0.12,0.10,1/324,1118
52%,1586000,1598576941,0.00,0.10,0.09,1/325,1129
52%,1581000,1598577001,0.00,0.08,0.08,1/325,1138
52%,1575000,1598577061,0.00,0.06,0.08,1/324,1149
52%,1570000,1598577121,0.00,0.05,0.07,1/323,1158
52%,1565000,1598577181,0.00,0.04,0.06,1/322,1166
52%,1560000,1598577242,0.00,0.03,0.06,1/321,1174
51%,1555000,1598577301,0.00,0.02,0.05,1/321,1182
51%,1549000,1598577361,0.25,0.09,0.08,1/323,1193
51%,1544000,1598577421,0.09,0.07,0.07,1/323,1204
51%,1539000,1598577481,0.13,0.09,0.07,1/323,1213
51%,1534000,1598577541,0.05,0.07,0.07,1/324,1223
50%,1528000,1598577602,0.02,0.05,0.06,2/324,1232
50%,1523000,1598577661,0.00,0.04,0.06,1/322,1241
50%,1518000,1598577721,0.18,0.08,0.07,1/322,1249
50%,1513000,1598577781,0.15,0.09,0.07,1/322,1258
50%,1507000,1598577841,0.05,0.07,0.07,1/321,1266
50%,1502000,1598577901,0.02,0.06,0.06,1/321,1274
49%,1497000,1598577962,0.00,0.04,0.06,2/321,1282
49%,1492000,1598578021,0.00,0.03,0.05,1/321,1292
49%,1486000,1598578081,0.00,0.02,0.04,1/321,1301
49%,1481000,1598578141,0.00,0.02,0.04,2/321,1311
49%,1476000,1598578201,0.00,0.01,0.03,1/321,1319
49%,1471000,1598578261,0.06,0.02,0.03,1/321,1328
48%,1465000,1598578322,0.02,0.02,0.03,1/321,1338
48%,1460000,1598578381,0.01,0.01,0.02,1/321,1346
48%,1455000,1598578441,0.08,0.02,0.02,2/321,1354
48%,1450000,1598578501,0.03,0.02,0.02,1/321,1363
48%,1444000,1598578561,0.01,0.01,0.01,1/323,1373
47%,1439000,1598578621,0.00,0.01,0.00,2/323,1382
47%,1434000,1598578681,0.00,0.00,0.00,1/323,1390
47%,1429000,1598578741,0.06,0.01,0.00,1/323,1398
47%,1423000,1598578801,0.07,0.03,0.00,2/323,1406
47%,1418000,1598578861,0.02,0.02,0.00,1/321,1417
47%,1413000,1598578921,0.09,0.03,0.01,1/321,1425
46%,1407000,1598578982,0.03,0.02,0.00,2/321,1435
46%,1402000,1598579041,0.01,0.02,0.00,1/322,1444
46%,1397000,1598579101,0.08,0.04,0.01,1/321,1452
46%,1392000,1598579161,0.03,0.03,0.00,1/321,1460
46%,1386000,1598579221,0.04,0.04,0.00,1/321,1469
46%,1381000,1598579281,0.01,0.03,0.00,1/321,1478
45%,1376000,1598579341,0.17,0.07,0.01,1/322,1487
45%,1369000,1598579402,0.19,0.11,0.03,1/326,1538
45%,1365000,1598579461,0.07,0.09,0.02,1/326,1547
45%,1361000,1598579521,0.02,0.07,0.02,2/326,1555
45%,1356000,1598579581,0.09,0.07,0.02,1/327,1566
45%,1352000,1598579641,0.03,0.05,0.01,1/327,1575
44%,1347000,1598579701,0.01,0.04,0.01,1/320,1587
44%,1343000,1598579762,0.00,0.03,0.00,1/321,1596
44%,1339000,1598579821,0.00,0.02,0.00,1/322,1605
44%,1334000,1598579881,0.00,0.02,0.00,2/321,1613
44%,1330000,1598579941,0.00,0.01,0.00,1/320,1622
44%,1325000,1598580001,0.00,0.01,0.00,1/318,1630
44%,1321000,1598580061,0.00,0.00,0.00,1/317,1651
43%,1316000,1598580122,0.00,0.00,0.00,1/316,1659
43%,1312000,1598580181,0.00,0.00,0.00,1/316,1667
43%,1308000,1598580241,0.00,0.00,0.00,1/317,1676
43%,1303000,1598580301,0.00,0.00,0.00,1/317,1685
43%,1299000,1598580361,0.00,0.00,0.00,1/316,1693
43%,1294000,1598580421,0.00,0.00,0.00,1/317,1702
43%,1290000,1598580481,0.00,0.00,0.00,1/317,1710
42%,1285000,1598580541,0.00,0.00,0.00,1/317,1720
42%,1281000,1598580601,0.00,0.00,0.00,1/317,1728
42%,1277000,1598580661,0.00,0.00,0.00,1/317,1738
42%,1272000,1598580721,0.00,0.00,0.00,1/317,1746
42%,1268000,1598580781,0.00,0.00,0.00,1/317,1754
42%,1263000,1598580841,0.00,0.00,0.00,1/316,1762
41%,1259000,1598580901,0.00,0.00,0.00,1/316,1770
41%,1254000,1598580961,0.00,0.00,0.00,1/316,1778
41%,1250000,1598581021,0.06,0.02,0.00,1/316,1788
41%,1246000,1598581081,0.02,0.01,0.00,1/317,1797
41%,1241000,1598581142,0.01,0.00,0.00,1/317,1805
41%,1237000,1598581201,0.06,0.01,0.00,1/317,1813
41%,1232000,1598581261,0.02,0.01,0.00,1/317,1823
40%,1228000,1598581321,0.00,0.00,0.00,1/318,1833
40%,1224000,1598581381,0.07,0.02,0.00,1/317,1842
40%,1219000,1598581441,0.06,0.03,0.00,1/317,1850
40%,1215000,1598581502,0.02,0.02,0.00,1/317,1858
40%,1210000,1598581561,0.00,0.01,0.00,1/317,1867
40%,1206000,1598581621,0.00,0.01,0.00,1/316,1875
40%,1202000,1598581681,0.00,0.00,0.00,1/316,1883
39%,1197000,1598581741,0.00,0.00,0.00,1/316,1892
39%,1193000,1598581801,0.00,0.00,0.00,1/316,1900
39%,1188000,1598581861,0.00,0.00,0.00,1/317,1910
39%,1174000,1598581922,0.87,0.22,0.07,1/398,2136
38%,1159000,1598581981,1.33,0.45,0.16,3/390,2190
38%,1144000,1598582041,1.28,0.58,0.22,1/404,2233
37%,1129000,1598582101,1.53,0.77,0.31,3/401,2260
37%,1114000,1598582161,1.34,0.87,0.37,1/398,2285
36%,1098000,1598582221,1.95,1.15,0.50,2/393,2389
36%,1082000,1598582281,1.74,1.23,0.57,2/395,2410
35%,1067000,1598582341,1.68,1.32,0.65,2/393,2422
35%,1052000,1598582401,1.76,1.40,0.72,3/398,2447
34%,1038000,1598582461,1.52,1.39,0.76,2/395,2463
34%,1023000,1598582521,1.37,1.38,0.80,2/388,2478
33%,1008000,1598582581,1.31,1.37,0.84,1/386,2492
33%,994000,1598582641,1.11,1.29,0.84,2/388,2510
32%,980000,1598582701,1.29,1.32,0.88,1/386,2528
32%,967000,1598582761,0.90,1.19,0.86,1/387,2549
31%,953000,1598582821,0.85,1.12,0.86,1/389,2566
31%,939000,1598582881,1.14,1.15,0.89,2/388,2600
30%,923000,1598582941,1.46,1.23,0.93,2/391,2618
30%,910000,1598583001,1.37,1.26,0.97,2/390,2649
29%,895000,1598583061,1.23,1.23,0.98,2/390,2672
29%,881000,1598583121,1.47,1.28,1.01,2/390,2688
28%,868000,1598583181,1.18,1.23,1.01,1/388,2712
28%,855000,1598583241,1.20,1.21,1.02,1/392,2737
28%,841000,1598583301,1.17,1.19,1.02,2/390,2760
27%,827000,1598583362,1.09,1.17,1.02,1/390,2776
27%,814000,1598583421,1.08,1.13,1.01,2/389,2802
26%,799000,1598583481,1.15,1.14,1.02,2/389,2817
26%,784000,1598583541,1.52,1.25,1.07,1/388,2834
25%,769000,1598583601,1.35,1.24,1.07,2/389,2858
25%,755000,1598583661,1.22,1.22,1.08,1/387,2876
24%,741000,1598583721,1.47,1.29,1.11,3/389,2898
24%,726000,1598583781,1.43,1.31,1.13,2/390,2913
23%,712000,1598583841,1.28,1.29,1.13,1/385,2930
23%,697000,1598583901,1.30,1.29,1.14,2/390,2951
22%,682000,1598583961,1.26,1.28,1.15,2/386,2967
22%,667000,1598584021,1.37,1.32,1.17,2/387,2992
21%,652000,1598584081,1.42,1.34,1.19,2/385,3007
21%,637000,1598584141,1.49,1.37,1.20,2/386,3037
20%,622000,1598584201,1.46,1.38,1.22,2/387,3068
20%,608000,1598584261,1.11,1.29,1.19,2/388,3092
19%,594000,1598584321,0.99,1.22,1.17,2/387,3118
19%,580000,1598584381,1.44,1.27,1.19,2/390,3150
18%,565000,1598584441,1.37,1.29,1.20,2/391,3174
18%,551000,1598584501,1.22,1.26,1.20,2/385,3201
17%,537000,1598584561,0.94,1.18,1.17,2/388,3229
17%,523000,1598584621,1.27,1.21,1.18,1/394,3261
16%,508000,1598584681,1.36,1.25,1.20,2/389,3278
16%,493000,1598584741,1.44,1.29,1.21,1/393,3310
16%,480000,1598584801,0.92,1.16,1.17,1/388,3337
15%,465000,1598584861,1.25,1.21,1.19,3/389,3353
15%,450000,1598584922,1.51,1.29,1.22,2/389,3376
14%,435000,1598584981,1.45,1.31,1.22,2/388,3412
14%,421000,1598585041,1.26,1.29,1.22,2/387,3441
13%,407000,1598585101,1.11,1.25,1.22,2/387,3463
13%,393000,1598585161,1.28,1.26,1.22,2/391,3492
12%,378000,1598585221,1.33,1.27,1.22,2/389,3507
12%,363000,1598585281,1.51,1.32,1.24,2/390,3538
11%,348000,1598585341,1.41,1.33,1.25,2/390,3555
11%,333000,1598585401,1.65,1.40,1.28,2/390,3577
10%,319000,1598585461,1.30,1.33,1.26,1/316,3654
11%,347000,1598746021,1.77,0.70,0.26,1/340,995
11%,338000,1598746081,0.69,0.59,0.24,1/342,1087
11%,331000,1598746141,0.59,0.57,0.26,1/346,1165
10%,319000,1598746200,1.39,0.79,0.36,4/406,2051
10%,305000,1598746261,1.56,0.97,0.45,1/347,2147
12%,365000,1598746321,1.13,0.25,0.08,14/339,771
11%,353000,1598746382,1.68,0.60,0.22,2/337,930
11%,341000,1598746441,1.18,0.66,0.26,1/342,965
11%,330000,1598746501,0.56,0.58,0.26,1/337,977
10%,325000,1598746561,0.24,0.49,0.25,1/337,986
10%,319000,1598746621,0.09,0.40,0.23,1/337,997
10%,313000,1598746681,0.03,0.32,0.22,1/319,1006
10%,302000,1598746741,0.51,0.38,0.24,1/324,1037
0%,7000,1598916061,1.27,0.55,0.20,2/341,986
0%,24000,1598916121,0.50,0.46,0.19,1/344,1044
1%,42000,1598916181,0.22,0.39,0.18,1/340,1102
2%,60000,1598916241,0.08,0.32,0.17,2/340,1110
2%,77000,1598916301,0.03,0.26,0.16,2/330,1120
3%,94000,1598916361,0.01,0.21,0.14,1/321,1130
3%,104000,1598916421,0.00,0.17,0.13,1/316,1138
3%,114000,1598916481,0.00,0.13,0.12,1/316,1146
4%,131000,1598916541,0.00,0.11,0.11,2/316,1154
4%,148000,1598916601,0.00,0.08,0.10,1/317,1163
5%,165000,1598916662,0.00,0.07,0.09,1/315,1173
6%,182000,1598916721,0.00,0.05,0.08,1/316,1182
6%,199000,1598916781,0.00,0.04,0.08,2/316,1190
7%,215000,1598916841,0.00,0.03,0.07,1/316,1198
7%,232000,1598916901,0.00,0.02,0.06,1/318,1209
8%,249000,1598916961,0.00,0.02,0.06,1/318,1219
8%,266000,1598917022,0.08,0.03,0.06,1/317,1227
9%,283000,1598917081,0.03,0.02,0.05,1/317,1235
9%,300000,1598917141,0.07,0.05,0.06,1/317,1243
10%,316000,1598917201,0.02,0.03,0.05,1/318,1252
11%,333000,1598917261,0.01,0.03,0.05,1/315,1260
11%,350000,1598917321,0.00,0.02,0.04,1/315,1269
12%,367000,1598917382,0.00,0.01,0.03,3/315,1277
12%,383000,1598917441,0.00,0.01,0.03,1/316,1286
13%,400000,1598917501,0.00,0.00,0.02,1/317,1295
13%,417000,1598917561,0.00,0.00,0.02,1/317,1303
14%,434000,1598917621,0.00,0.00,0.01,1/317,1313
15%,451000,1598917682,0.00,0.00,0.01,1/318,1322
15%,467000,1598917741,0.00,0.00,0.00,2/317,1330
16%,484000,1598917801,0.00,0.00,0.00,1/317,1339
16%,501000,1598917861,0.00,0.00,0.00,1/316,1347
17%,518000,1598917921,0.00,0.00,0.00,1/316,1355
17%,534000,1598917981,0.00,0.00,0.00,2/315,1364
18%,551000,1598918042,0.00,0.00,0.00,2/315,1372
18%,568000,1598918101,0.00,0.00,0.00,1/315,1381
19%,584000,1598918161,0.00,0.00,0.00,1/315,1389
20%,601000,1598918221,0.00,0.00,0.00,1/315,1397
20%,618000,1598918281,0.00,0.00,0.00,1/315,1406
21%,634000,1598918341,0.00,0.00,0.00,2/315,1414
21%,651000,1598918402,0.00,0.00,0.00,4/316,1423
22%,668000,1598918461,0.00,0.00,0.00,1/315,1432
22%,684000,1598918521,0.00,0.00,0.00,1/315,1440
23%,701000,1598918581,0.03,0.01,0.00,1/315,1448
23%,718000,1598918641,0.05,0.02,0.00,1/315,1457
24%,734000,1598918702,0.02,0.02,0.00,1/315,1465
25%,751000,1598918761,0.00,0.01,0.00,2/315,1473
25%,767000,1598918821,0.00,0.01,0.00,2/316,1482
26%,784000,1598918881,0.08,0.02,0.01,2/316,1491
26%,801000,1598918941,0.03,0.01,0.00,2/316,1500
27%,817000,1598919001,0.01,0.00,0.00,1/317,1509
27%,834000,1598919062,0.00,0.00,0.00,1/316,1517
28%,850000,1598919121,0.00,0.00,0.00,1/315,1525
28%,867000,1598919181,0.00,0.00,0.00,1/315,1533
29%,883000,1598919241,0.00,0.00,0.00,2/315,1541
30%,900000,1598919301,0.00,0.00,0.00,2/315,1550
30%,916000,1598919361,0.33,0.09,0.03,1/320,1566
31%,932000,1598919422,0.12,0.07,0.02,3/319,1575
31%,949000,1598919481,0.05,0.06,0.02,1/319,1583
32%,965000,1598919541,0.02,0.04,0.01,1/319,1591
32%,982000,1598919601,0.00,0.03,0.00,1/321,1603
33%,999000,1598919661,0.00,0.03,0.00,1/316,1619
33%,1015000,1598919721,0.09,0.05,0.01,1/316,1627
34%,1032000,1598919782,0.03,0.04,0.00,2/316,1635
34%,1048000,1598919841,0.01,0.03,0.00,1/316,1643
35%,1065000,1598919901,0.00,0.02,0.00,1/315,1651
36%,1081000,1598919961,0.00,0.02,0.00,1/315,1660
36%,1098000,1598920021,0.00,0.01,0.00,1/315,1668
37%,1114000,1598920081,0.00,0.00,0.00,1/315,1676
37%,1131000,1598920142,0.00,0.00,0.00,1/315,1685
38%,1147000,1598920201,0.00,0.00,0.00,1/316,1694
38%,1164000,1598920261,0.00,0.00,0.00,1/316,1703
39%,1180000,1598920321,0.04,0.01,0.00,1/316,1712
39%,1197000,1598920381,0.01,0.01,0.00,1/316,1720
40%,1213000,1598920441,0.00,0.00,0.00,1/316,1728
41%,1230000,1598920502,0.00,0.00,0.00,1/314,1736
41%,1246000,1598920561,0.00,0.00,0.00,1/315,1745
42%,1263000,1598920621,0.00,0.00,0.00,1/315,1753
42%,1279000,1598920681,0.00,0.00,0.00,1/315,1762
43%,1296000,1598920741,0.00,0.00,0.00,1/315,1770
43%,1312000,1598920801,0.00,0.00,0.00,1/316,1779
44%,1329000,1598920862,0.00,0.00,0.00,1/315,1787
44%,1345000,1598920921,0.00,0.00,0.00,1/316,1796
45%,1362000,1598920981,0.00,0.00,0.00,1/316,1804
45%,1378000,1598921041,0.00,0.00,0.00,1/316,1813
46%,1395000,1598921101,0.00,0.00,0.00,1/316,1821
47%,1411000,1598921161,0.04,0.01,0.00,1/317,1830
47%,1427000,1598921221,0.01,0.01,0.00,1/318,1840
48%,1444000,1598921281,0.00,0.00,0.00,1/318,1848
48%,1460000,1598921341,0.00,0.00,0.00,1/318,1856
49%,1477000,1598921401,0.00,0.00,0.00,1/319,1868
49%,1493000,1598921461,0.00,0.00,0.00,1/317,1876
50%,1510000,1598921521,0.03,0.01,0.00,1/315,1884
50%,1526000,1598921581,0.01,0.01,0.00,2/315,1892
51%,1543000,1598921642,0.00,0.00,0.00,1/315,1900
51%,1559000,1598921701,0.00,0.00,0.00,1/315,1909
52%,1575000,1598921761,0.00,0.00,0.00,1/315,1918
53%,1592000,1598921821,0.00,0.00,0.00,1/315,1926
53%,1608000,1598921881,0.00,0.00,0.00,1/315,1934
54%,1624000,1598921941,0.00,0.00,0.00,1/315,1942
54%,1641000,1598922002,0.04,0.01,0.00,1/316,1951
55%,1657000,1598922061,0.01,0.01,0.00,1/315,1959
55%,1673000,1598922121,0.00,0.00,0.00,1/315,1968
56%,1690000,1598922181,0.00,0.00,0.00,1/315,1976
56%,1706000,1598922241,0.00,0.00,0.00,1/316,1985
57%,1723000,1598922301,0.00,0.00,0.00,1/317,1994
57%,1739000,1598922362,0.00,0.00,0.00,1/317,2002
58%,1755000,1598922421,0.00,0.00,0.00,2/317,2010
59%,1772000,1598922481,0.00,0.00,0.00,1/317,2019
59%,1788000,1598922541,0.06,0.02,0.00,1/317,2028
60%,1804000,1598922601,0.02,0.01,0.00,1/317,2037
60%,1821000,1598922661,0.01,0.00,0.00,1/316,2045
61%,1837000,1598922722,0.00,0.00,0.00,1/316,2053
61%,1853000,1598922781,0.00,0.00,0.00,1/316,2061
62%,1870000,1598922841,0.00,0.00,0.00,1/315,2070
62%,1886000,1598922901,0.00,0.00,0.00,1/315,2078
63%,1901000,1598922961,0.15,0.03,0.01,1/324,2100
63%,1913000,1598923021,0.08,0.04,0.01,2/323,2117
64%,1925000,1598923081,0.45,0.13,0.04,1/344,2587
64%,1938000,1598923142,0.46,0.20,0.07,1/341,2611
65%,1953000,1598923201,0.23,0.18,0.07,1/342,2620
65%,1965000,1598923261,0.85,0.34,0.13,7/346,2747
65%,1976000,1598923321,0.67,0.37,0.16,1/340,2879
66%,1982000,1598923381,2.72,0.97,0.37,5/340,3138
66%,1991000,1598923441,1.49,0.98,0.42,1/336,3152
66%,2001000,1598923501,1.16,0.94,0.44,5/348,3424
66%,2003000,1598923561,2.87,1.53,0.68,1/342,3454
66%,1993000,1598923621,1.30,1.34,0.67,1/335,3475
66%,1986000,1598923682,0.52,1.11,0.63,1/333,3486
66%,1980000,1598923741,0.19,0.90,0.58,1/332,3494
65%,1974000,1598923801,0.07,0.74,0.54,1/329,3505
65%,1968000,1598923861,0.02,0.60,0.51,1/329,3514
65%,1962000,1598923921,0.01,0.49,0.47,1/326,3523
65%,1956000,1598923981,0.00,0.40,0.44,1/326,3531
65%,1950000,1598924042,0.00,0.32,0.41,1/327,3540
64%,1944000,1598924101,0.00,0.26,0.38,1/326,3548
64%,1938000,1598924161,0.00,0.21,0.35,1/326,3557
64%,1932000,1598924221,0.00,0.17,0.33,1/325,3565
64%,1926000,1598924281,0.00,0.14,0.31,1/325,3573
64%,1921000,1598924341,0.00,0.11,0.28,2/324,3581
63%,1915000,1598924402,0.00,0.09,0.26,1/326,3591
63%,1909000,1598924461,0.00,0.07,0.25,1/325,3600
63%,1903000,1598924521,0.08,0.07,0.23,1/325,3609
63%,1897000,1598924581,0.03,0.05,0.22,1/325,3617
63%,1890000,1598924641,0.16,0.08,0.21,1/328,3630
62%,1878000,1598924701,0.35,0.15,0.23,1/336,3756
62%,1869000,1598924761,0.46,0.20,0.24,1/333,3792
62%,1861000,1598924821,0.72,0.29,0.27,2/398,3911
